municipio,curso,grau,eixo,ofertado_prosel_2026,vagas_regulares,D4_demanda_municipal,demanda_composta,necessidade_norm,aderencia_setorial,concorrencia_norm,nivel_concorrencia,n_ies_presenciais,n_cursos_concorrentes,II,IE,IP,prioridade_final,decisao_final,categoria_decisao,ip_alto,demanda_razoavel,plausivel_implantacao,plausivel_expansao,classificacao_final
Ananindeua,Letras - Língua Inglesa,Licenciatura,EDUCACAO,False,0,0.76095789,0.630838699953433,0.4356599148835826,0.7,0.6190476190476191,Muito Alta,8,8,0.5929284934688303,0.4317350517699418,0.5929284934688303,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Ciências Naturais,Licenciatura,EDUCACAO,False,0,0.76095789,0.630838699953433,0.4356599148835826,0.7,0.6190476190476191,Muito Alta,8,8,0.5929284934688303,0.4317350517699418,0.5929284934688303,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Ciências Biológicas,Licenciatura,EDUCACAO,False,0,0.76095789,0.630838699953433,0.4356599148835826,0.7,0.6190476190476191,Muito Alta,8,8,0.5929284934688303,0.4317350517699418,0.5929284934688303,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Geografia,Licenciatura,EDUCACAO,False,0,0.76095789,0.630838699953433,0.4356599148835826,0.7,0.6190476190476191,Muito Alta,8,8,0.5929284934688303,0.4317350517699418,0.5929284934688303,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Fisioterapia,Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Engenharia Civil,Bacharelado,ENGENHARIA_TEC,False,0,0.76095789,0.6125528932482331,0.3899453981205829,0.7,0.6190476190476191,Muito Alta,8,8,0.5760141222665204,0.416192116070522,0.5760141222665204,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Terapia Ocupacional,Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Física,Licenciatura,EDUCACAO,False,0,0.76095789,0.630838699953433,0.4356599148835826,0.7,0.6190476190476191,Muito Alta,8,8,0.5929284934688303,0.4317350517699418,0.5929284934688303,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,História,Licenciatura,EDUCACAO,False,0,0.76095789,0.630838699953433,0.4356599148835826,0.7,0.6190476190476191,Muito Alta,8,8,0.5929284934688303,0.4317350517699418,0.5929284934688303,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Engenharia de Produção,Bacharelado,ENGENHARIA_TEC,False,0,0.76095789,0.6617689737914045,0.5129855994785112,0.7,0.6190476190476191,Muito Alta,8,8,0.621538996768954,0.4580257845322176,0.621538996768954,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Química,Licenciatura,EDUCACAO,False,0,0.76095789,0.630838699953433,0.4356599148835826,0.7,0.6190476190476191,Muito Alta,8,8,0.5929284934688303,0.4317350517699418,0.5929284934688303,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Biomedicina,Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Fonoaudiologia,Bacharelado,SAUDE,False,0,0.76095789,0.5346072881277012,0.1950813853192529,0.7,0.6190476190476191,Muito Alta,8,8,0.5039144375300283,0.3499383517180698,0.5039144375300283,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
Ananindeua,Engenharia Ambiental e Sanitária,Bacharelado,ENGENHARIA_TEC,False,0,0.76095789,0.6125528932482331,0.3899453981205829,0.7,0.6190476190476191,Muito Alta,8,8,0.5760141222665204,0.416192116070522,0.5760141222665204,Alta,Implantar curso,Implantação,True,True,True,False,Fase 2 - Prioridade Alta para Estudo de Implantação
